lc,method,track_id,time_iso,day_hour,lon,lat,val,area_deg2
lc1,theta_pv2,0,2000-01-07T05:00:00,149.0,199.6875,53.9294,3.339397e+00,32.263
lc1,theta_pv2,0,2000-01-07T06:00:00,150.0,199.6875,53.9294,3.486711e+00,42.638
lc1,theta_pv2,0,2000-01-07T08:00:00,152.0,202.5000,53.9294,3.746984e+00,68.236
lc1,theta_pv2,0,2000-01-07T09:00:00,153.0,202.5000,53.9294,3.902981e+00,81.418
lc1,theta_pv2,0,2000-01-07T10:00:00,154.0,202.5000,53.9294,4.036165e+00,93.082
lc1,theta_pv2,0,2000-01-07T11:00:00,155.0,203.9062,53.9294,4.187793e+00,104.920
lc1,theta_pv2,0,2000-01-07T12:00:00,156.0,205.3125,53.9294,4.342017e+00,118.818
lc1,theta_pv2,0,2000-01-07T13:00:00,157.0,205.3125,53.9294,4.459570e+00,128.838
lc1,theta_pv2,0,2000-01-07T15:00:00,159.0,208.1250,55.3301,4.789393e+00,144.171
lc1,theta_pv2,0,2000-01-07T16:00:00,160.0,208.1250,55.3301,4.970925e+00,153.796
lc1,theta_pv2,0,2000-01-07T17:00:00,161.0,210.9375,55.3301,5.168435e+00,159.747
lc1,theta_pv2,0,2000-01-07T18:00:00,162.0,210.9375,55.3301,5.357796e+00,171.054
lc1,theta_pv2,0,2000-01-07T19:00:00,163.0,210.9375,55.3301,5.556294e+00,175.385
lc1,theta_pv2,0,2000-01-07T22:00:00,166.0,213.7500,55.3301,6.133819e+00,193.276
lc1,theta_pv2,0,2000-01-08T00:00:00,168.0,216.5625,56.7309,6.451358e+00,191.036
lc1,theta_pv2,0,2000-01-08T01:00:00,169.0,217.9688,56.7309,6.693030e+00,193.175
lc1,theta_pv2,0,2000-01-08T02:00:00,170.0,217.9688,56.7309,6.890483e+00,196.095
lc1,theta_pv2,0,2000-01-08T03:00:00,171.0,219.3750,56.7309,7.054327e+00,201.931
lc1,theta_pv2,0,2000-01-08T04:00:00,172.0,220.7812,56.7309,7.314754e+00,205.095
lc1,theta_pv2,0,2000-01-08T05:00:00,173.0,220.7812,56.7309,7.533334e+00,208.464
