lc,method,track_id,time_iso,day_hour,lon,lat,val,area_deg2
lc1,pv330,0,2000-01-09T11:00:00,203.0,126.5625,34.3188,-4.885485e-01,226.127
lc1,pv330,0,2000-01-09T13:00:00,205.0,129.3750,34.3188,-4.968073e-01,225.284
lc1,pv330,0,2000-01-09T14:00:00,206.0,127.9688,32.9180,-5.079432e-01,215.746
lc1,pv330,0,2000-01-09T15:00:00,207.0,126.5625,31.5172,-5.055559e-01,202.708
lc1,pv330,0,2000-01-09T17:00:00,209.0,130.7812,32.9180,-5.070221e-01,210.997
lc1,pv330,1,2000-01-09T11:00:00,203.0,306.5625,34.3188,-4.885485e-01,226.127
lc1,pv330,1,2000-01-09T13:00:00,205.0,309.3750,34.3188,-4.968073e-01,225.284
lc1,pv330,1,2000-01-09T14:00:00,206.0,307.9688,32.9180,-5.079432e-01,215.746
lc1,pv330,1,2000-01-09T15:00:00,207.0,306.5625,31.5172,-5.055559e-01,202.708
lc1,pv330,1,2000-01-09T17:00:00,209.0,310.7812,32.9180,-5.070221e-01,210.997
lc1,pv330,2,2000-01-09T11:00:00,203.0,202.5000,48.3264,-5.570159e-01,249.938
lc1,pv330,2,2000-01-09T12:00:00,204.0,203.9062,48.3264,-5.556030e-01,247.103
lc1,pv330,2,2000-01-09T13:00:00,205.0,205.3125,48.3264,-5.560050e-01,244.470
lc1,pv330,2,2000-01-09T14:00:00,206.0,205.3125,46.9256,-5.446525e-01,242.621
lc1,pv330,2,2000-01-09T15:00:00,207.0,208.1250,48.3264,-5.408044e-01,242.608
lc1,pv330,2,2000-01-09T16:00:00,208.0,205.3125,46.9256,-5.359130e-01,238.036
lc1,pv330,2,2000-01-09T17:00:00,209.0,205.3125,44.1241,-5.285406e-01,233.349
lc1,pv330,3,2000-01-09T11:00:00,203.0,22.5000,48.3264,-5.570159e-01,249.938
lc1,pv330,3,2000-01-09T12:00:00,204.0,23.9062,48.3264,-5.556030e-01,247.103
lc1,pv330,3,2000-01-09T13:00:00,205.0,25.3125,48.3264,-5.560050e-01,244.470
lc1,pv330,3,2000-01-09T14:00:00,206.0,25.3125,46.9256,-5.446525e-01,242.621
lc1,pv330,3,2000-01-09T15:00:00,207.0,28.1250,48.3264,-5.408044e-01,242.608
lc1,pv330,3,2000-01-09T16:00:00,208.0,25.3125,46.9256,-5.359130e-01,238.036
lc1,pv330,3,2000-01-09T17:00:00,209.0,25.3125,44.1241,-5.285406e-01,233.349
lc1,pv330,4,2000-01-09T12:00:00,204.0,324.8438,48.3264,-5.574894e-01,246.133
lc1,pv330,4,2000-01-09T13:00:00,205.0,324.8438,46.9256,-5.526299e-01,243.058
lc1,pv330,4,2000-01-09T14:00:00,206.0,324.8438,46.9256,-5.479841e-01,241.746
lc1,pv330,4,2000-01-09T15:00:00,207.0,324.8438,46.9256,-5.450478e-01,239.920
lc1,pv330,4,2000-01-09T16:00:00,208.0,324.8438,45.5249,-5.404940e-01,235.939
lc1,pv330,4,2000-01-09T17:00:00,209.0,327.6562,46.9256,-5.339584e-01,235.330
lc1,pv330,5,2000-01-09T12:00:00,204.0,144.8438,48.3264,-5.574894e-01,246.133
lc1,pv330,5,2000-01-09T13:00:00,205.0,144.8438,46.9256,-5.526299e-01,243.058
lc1,pv330,5,2000-01-09T14:00:00,206.0,144.8438,46.9256,-5.479841e-01,241.746
lc1,pv330,5,2000-01-09T15:00:00,207.0,144.8438,46.9256,-5.450478e-01,239.920
lc1,pv330,5,2000-01-09T16:00:00,208.0,144.8438,45.5249,-5.404940e-01,235.939
lc1,pv330,5,2000-01-09T17:00:00,209.0,147.6562,46.9256,-5.339584e-01,235.330
