lc,method,track_id,time_iso,day_hour,lon,lat,val,area_deg2
lc1,zeta250,0,2000-01-07T00:00:00,144.0,306.5625,51.1279,9.281020e-06,53.544
lc1,zeta250,0,2000-01-07T01:00:00,145.0,307.9688,51.1279,9.698818e-06,65.919
lc1,zeta250,0,2000-01-07T03:00:00,147.0,307.9688,49.7271,1.031952e-05,95.875
lc1,zeta250,0,2000-01-07T04:00:00,148.0,309.3750,49.7271,1.068925e-05,109.854
lc1,zeta250,0,2000-01-07T05:00:00,149.0,310.7812,49.7271,1.088116e-05,121.500
lc1,zeta250,0,2000-01-07T06:00:00,150.0,310.7812,49.7271,1.121991e-05,136.986
lc1,zeta250,0,2000-01-07T09:00:00,153.0,315.0000,51.1279,1.225454e-05,160.764
lc1,zeta250,0,2000-01-07T10:00:00,154.0,315.0000,51.1279,1.285874e-05,169.892
lc1,zeta250,0,2000-01-07T11:00:00,155.0,316.4062,51.1279,1.310014e-05,176.428
lc1,zeta250,0,2000-01-07T12:00:00,156.0,316.4062,51.1279,1.362991e-05,184.875
lc1,zeta250,0,2000-01-07T13:00:00,157.0,316.4062,49.7271,1.404460e-05,195.531
lc1,zeta250,0,2000-01-07T14:00:00,158.0,316.4062,51.1279,1.458878e-05,202.143
lc1,zeta250,0,2000-01-07T15:00:00,159.0,317.8125,49.7271,1.497680e-05,205.678
lc1,zeta250,0,2000-01-07T16:00:00,160.0,317.8125,49.7271,1.545219e-05,212.614
lc1,zeta250,0,2000-01-07T19:00:00,163.0,322.0312,49.7271,1.661054e-05,219.195
lc1,zeta250,0,2000-01-07T20:00:00,164.0,322.0312,49.7271,1.728476e-05,227.532
lc1,zeta250,0,2000-01-07T21:00:00,165.0,324.8438,51.1279,1.791012e-05,226.912
lc1,zeta250,0,2000-01-07T22:00:00,166.0,324.8438,51.1279,1.857462e-05,230.010
lc1,zeta250,0,2000-01-07T23:00:00,167.0,324.8438,49.7271,1.912579e-05,232.309
lc1,zeta250,0,2000-01-08T00:00:00,168.0,324.8438,49.7271,1.978483e-05,230.357
lc1,zeta250,0,2000-01-08T01:00:00,169.0,324.8438,49.7271,2.047951e-05,235.326
lc1,zeta250,0,2000-01-08T02:00:00,170.0,326.2500,49.7271,2.083331e-05,234.832
lc1,zeta250,0,2000-01-08T03:00:00,171.0,327.6562,49.7271,2.160161e-05,234.420
lc1,zeta250,0,2000-01-08T04:00:00,172.0,329.0625,51.1279,2.210269e-05,245.402
lc1,zeta250,0,2000-01-08T05:00:00,173.0,329.0625,49.7271,2.268085e-05,237.429
lc1,zeta250,0,2000-01-08T06:00:00,174.0,330.4688,49.7271,2.345599e-05,239.502
lc1,zeta250,0,2000-01-08T07:00:00,175.0,330.4688,49.7271,2.419300e-05,239.396
lc1,zeta250,0,2000-01-08T08:00:00,176.0,333.2812,49.7271,2.466862e-05,234.786
