lc,method,track_id,time_iso,day_hour,lon,lat,val,area_deg2
lc2,theta_pv2,0,2000-01-09T04:00:00,196.0,46.4062,56.7309,-1.177708e+01,241.280
lc2,theta_pv2,0,2000-01-09T05:00:00,197.0,47.8125,56.7309,-1.180231e+01,242.387
lc2,theta_pv2,0,2000-01-09T06:00:00,198.0,47.8125,56.7309,-1.195828e+01,242.345
lc2,theta_pv2,0,2000-01-09T07:00:00,199.0,49.2188,56.7309,-1.211297e+01,243.893
lc2,theta_pv2,0,2000-01-09T08:00:00,200.0,50.6250,56.7309,-1.201582e+01,243.123
lc2,theta_pv2,0,2000-01-09T09:00:00,201.0,50.6250,56.7309,-1.217552e+01,242.824
lc2,theta_pv2,0,2000-01-09T10:00:00,202.0,52.0312,56.7309,-1.211945e+01,243.283
lc2,theta_pv2,0,2000-01-09T11:00:00,203.0,52.0312,56.7309,-1.211895e+01,241.165
lc2,theta_pv2,0,2000-01-09T12:00:00,204.0,50.6250,55.3301,-1.212398e+01,254.107
lc2,theta_pv2,0,2000-01-09T13:00:00,205.0,53.4375,55.3301,-1.216022e+01,251.436
lc2,theta_pv2,0,2000-01-09T14:00:00,206.0,53.4375,55.3301,-1.220051e+01,250.478
lc2,theta_pv2,0,2000-01-09T15:00:00,207.0,53.4375,55.3301,-1.211960e+01,253.486
lc2,theta_pv2,0,2000-01-09T16:00:00,208.0,54.8438,53.9294,-1.210867e+01,261.309
lc2,theta_pv2,0,2000-01-09T17:00:00,209.0,54.8438,53.9294,-1.207880e+01,264.405
lc2,theta_pv2,0,2000-01-09T18:00:00,210.0,54.8438,53.9294,-1.202949e+01,264.790
lc2,theta_pv2,0,2000-01-09T19:00:00,211.0,56.2500,53.9294,-1.200830e+01,263.569
lc2,theta_pv2,0,2000-01-09T20:00:00,212.0,56.2500,53.9294,-1.192609e+01,265.895
lc2,theta_pv2,0,2000-01-09T21:00:00,213.0,57.6562,53.9294,-1.191817e+01,261.898
lc2,theta_pv2,0,2000-01-09T22:00:00,214.0,59.0625,52.5286,-1.186957e+01,272.857
lc2,theta_pv2,0,2000-01-09T23:00:00,215.0,59.0625,52.5286,-1.175906e+01,272.701
lc2,theta_pv2,0,2000-01-10T00:00:00,216.0,59.0625,52.5286,-1.168731e+01,276.129
lc2,theta_pv2,0,2000-01-10T01:00:00,217.0,60.4688,52.5286,-1.162638e+01,274.083
lc2,theta_pv2,0,2000-01-10T02:00:00,218.0,61.8750,51.1279,-1.161218e+01,278.934
lc2,theta_pv2,0,2000-01-10T03:00:00,219.0,61.8750,51.1279,-1.158236e+01,286.004
lc2,theta_pv2,0,2000-01-10T04:00:00,220.0,63.2812,51.1279,-1.156417e+01,278.934
lc2,theta_pv2,0,2000-01-10T05:00:00,221.0,64.6875,51.1279,-1.157699e+01,271.980
lc2,theta_pv2,0,2000-01-10T06:00:00,222.0,64.6875,51.1279,-1.152156e+01,278.934
lc2,theta_pv2,0,2000-01-10T07:00:00,223.0,64.6875,51.1279,-1.159730e+01,285.013
